Date,Open,High,Low,Close,Adj Close,Volume
2016-01-04,66.879997,68.08000200000001,65.720001,67.989998,63.088195999999996,8586900
2016-01-05,68.379997,68.440002,66.41999799999999,67.279999,62.429379000000004,6139100
2016-01-06,65.980003,66.849998,65.620003,66.220001,61.44580500000001,6639300
2016-01-07,65.08000200000001,65.519997,63.66,63.939999,59.330181,8601500
2016-01-08,64.33000200000001,64.529999,62.93,63.290001000000004,58.727039000000005,8278500
2016-01-11,63.669998,63.700001,60.849998,61.470001,57.038261,9655100
2016-01-12,62.439999,62.5,60.389998999999996,61.599998,57.158885999999995,8593100
2016-01-13,62.07,62.759997999999996,60.389998999999996,60.889998999999996,56.500071999999996,7237300
2016-01-14,61.240002000000004,62.970001,60.380001,62.27,57.780586,9241800
2016-01-15,59.52,60.09,58.75,59.869999,56.249165000000005,12674500
2016-01-19,60.259997999999996,60.540001000000004,58.48,59.029999,55.459965000000004,8501100
2016-01-20,58.080002,59.380001,56.360001000000004,58.810001,55.253277000000004,10857700
2016-01-21,59.0,60.419998,58.25,59.689999,56.080048,8798300
2016-01-22,61.23,62.560001,60.599998,60.98,57.292033999999994,7815600
2016-01-25,58.959998999999996,59.349998,57.759997999999996,57.91,54.407695999999994,10971500
2016-01-26,58.400002,59.66,58.09,59.16,55.582104,8135100
2016-01-27,58.43,59.889998999999996,57.459998999999996,58.32,54.7929,11013800
2016-01-28,62.009997999999996,62.450001,58.57,61.080002,57.38599,13567000
2016-01-29,61.689999,62.290001000000004,60.759997999999996,62.240002000000004,58.47583,8221000
2016-02-01,61.970001,63.080002,61.380001,62.700001,58.908012,5955700
2016-02-02,61.279999,61.549999,60.48,60.669998,57.000774,6282300
2016-02-03,61.470001,63.599998,59.799999,63.27,59.443539,8332100
2016-02-04,63.599998,66.989998,63.599998,65.959999,61.970852,12537500
2016-02-05,65.66999799999999,66.760002,65.18,66.120003,62.121173999999996,7463700
2016-02-08,65.41999799999999,65.639999,63.66,64.58000200000001,60.674313,6315500
2016-02-09,63.900002,64.410004,63.119999,63.93,60.063621999999995,5541700
2016-02-10,64.269997,64.379997,62.0,62.139998999999996,58.381873999999996,5955400
2016-02-11,60.91,62.310001,60.509997999999996,61.41,57.696022,7055000
2016-02-12,61.990002000000004,63.470001,61.82,63.150002,59.330794999999995,4297400
2016-02-16,64.160004,65.550003,63.509997999999996,65.209999,61.266212,4819400
2016-02-17,66.0,67.790001,65.720001,67.260002,63.192218999999994,7373800
2016-02-18,67.150002,67.599998,65.139999,66.120003,62.121173999999996,6175500
2016-02-19,64.91999799999999,65.519997,64.08000200000001,65.41999799999999,61.463505000000005,4994900
2016-02-22,65.41999799999999,67.519997,65.41999799999999,67.309998,63.239197,5787700
2016-02-23,67.110001,67.239998,65.699997,65.779999,61.801735,5599400
2016-02-24,64.699997,65.970001,63.07,65.879997,61.895687,6439200
2016-02-25,65.889999,66.470001,64.839996,66.470001,62.450005000000004,4273800
2016-02-26,67.389999,68.0,66.449997,66.870003,62.825813000000004,4149800
2016-02-29,67.139999,68.58000200000001,66.489998,67.699997,63.60560600000001,8643200
2016-03-01,68.440002,69.489998,67.339996,69.089996,64.911552,4451600
2016-03-02,68.75,69.93,68.209999,69.379997,65.184021,4801300
2016-03-03,69.620003,72.08000200000001,69.389999,71.75,67.41068299999999,7128700
2016-03-04,72.089996,73.959999,71.540001,72.839996,68.434753,9521500
2016-03-07,72.800003,75.730003,72.800003,74.769997,70.248032,10740400
2016-03-08,73.779999,74.110001,71.519997,71.730003,67.391899,8748400
2016-03-09,72.33000200000001,72.699997,71.260002,71.870003,67.52343,4907900
2016-03-10,72.029999,72.029999,70.489998,71.360001,67.044273,6212500
2016-03-11,72.360001,73.099998,72.279999,72.800003,68.397194,4787000
2016-03-14,72.730003,73.440002,72.129997,72.730003,68.33142099999999,5060000
2016-03-15,71.440002,72.470001,70.860001,72.440002,68.058952,4674400
2016-03-16,72.589996,74.510002,72.199997,74.339996,69.844032,6641200
2016-03-17,74.199997,76.300003,73.519997,75.900002,71.3097,13316000
2016-03-18,76.08000200000001,76.940002,74.639999,75.470001,70.905693,13750200
2016-03-21,75.529999,76.349998,75.040001,75.889999,71.300308,4315700
2016-03-22,75.589996,76.08000200000001,75.239998,75.550003,70.98086500000001,3625600
2016-03-23,74.970001,75.120003,73.57,73.68,69.223969,5352900
2016-03-24,72.93,75.349998,72.730003,75.290001,70.736588,7036100
2016-03-28,75.150002,75.550003,74.459999,75.32,70.764778,3425400
2016-03-29,74.970001,76.050003,74.190002,76.010002,71.413048,4070200
2016-03-30,76.940002,77.25,76.010002,76.510002,71.882813,4886800
2016-03-31,76.300003,77.129997,76.239998,76.540001,71.910988,4348700
2016-04-01,75.650002,76.870003,74.66999799999999,76.790001,72.145866,4878300
2016-04-04,76.559998,77.040001,75.41999799999999,75.720001,71.140587,4349500
2016-04-05,75.32,75.849998,74.599998,75.239998,70.68960600000001,4386800
2016-04-06,75.519997,75.57,73.699997,75.220001,70.670822,4926900
2016-04-07,74.489998,74.68,73.760002,74.16999799999999,69.684326,4800800
2016-04-08,75.029999,75.25,74.0,74.349998,69.853439,4911000
2016-04-11,74.610001,75.779999,74.610001,74.629997,70.116501,3904800
2016-04-12,75.059998,76.739998,74.470001,76.099998,71.497597,5050200
2016-04-13,76.870003,79.160004,76.559998,79.129997,74.344353,9365700
2016-04-14,79.440002,79.720001,78.370003,79.050003,74.269196,5259400
2016-04-15,79.379997,79.779999,78.730003,79.16999799999999,74.381927,5508500
2016-04-18,78.470001,79.870003,78.139999,79.25,74.457092,4821300
2016-04-19,79.989998,80.889999,79.459999,80.389999,75.528145,6283500
2016-04-20,80.25,80.599998,79.300003,79.739998,74.917458,5356800
2016-04-21,78.75,79.58000200000001,78.190002,78.660004,74.623367,6509100
2016-04-22,78.93,79.18,77.199997,78.32,74.300812,10099600
2016-04-25,78.5,78.860001,76.199997,76.790001,72.849335,8079800
2016-04-26,77.150002,77.739998,76.470001,77.650002,73.665199,6085900
2016-04-27,77.980003,78.889999,77.599998,78.68,74.64233399999999,4459300
2016-04-28,78.029999,79.16999799999999,77.599998,77.75,73.760071,4844600
