Date,Open,High,Low,Close,Adj Close,Volume
2017-04-03,113.18,113.650002,112.43,113.199997,111.46740700000001,4643300
2017-04-04,113.150002,113.550003,112.83000200000001,113.040001,111.30986000000001,3386100
2017-04-05,113.58000200000001,113.839996,112.790001,113.0,111.270477,4795100
2017-04-06,112.849998,113.41999799999999,112.389999,113.050003,111.319717,4744000
2017-04-07,112.82,113.279999,112.529999,112.58000200000001,110.85691100000001,4300700
2017-04-10,112.800003,112.889999,112.040001,112.43,110.709198,4053600
2017-04-11,113.68,113.83000200000001,112.589996,113.07,111.339401,5230800
2017-04-12,113.029999,113.279999,112.760002,113.040001,111.30986000000001,4086300
2017-04-13,113.040001,114.25,112.989998,113.199997,111.46740700000001,6530800
2017-04-17,113.33000200000001,113.940002,113.220001,113.779999,112.03853600000001,5120200
2017-04-18,113.480003,114.75,113.0,114.190002,112.44226100000002,6191100
2017-04-19,114.559998,115.0,113.540001,113.730003,111.989304,5303400
2017-04-20,114.16999799999999,115.050003,113.870003,114.790001,113.03308100000001,5279300
2017-04-21,114.379997,115.120003,114.269997,114.440002,112.68843100000001,6654500
2017-04-24,115.260002,115.379997,113.660004,113.699997,111.959763,7294600
2017-04-25,113.730003,115.519997,113.68,115.18,113.417107,6918300
2017-04-26,115.400002,115.959999,114.860001,115.58000200000001,113.81098899999999,4809800
2017-04-27,115.800003,116.099998,115.389999,115.839996,114.067001,3910800
2017-04-28,115.870003,115.900002,115.239998,115.599998,113.83068100000001,3947400
2017-05-01,115.589996,115.610001,114.720001,114.730003,112.97399899999999,4963300
