Date,Open,High,Low,Close,Adj Close,Volume
2016-01-04,103.120003,103.43,101.730003,102.980003,99.902618,12531500
2016-01-05,102.66999799999999,102.66999799999999,99.889999,100.900002,97.884766,16212900
2016-01-06,99.379997,101.459999,99.360001,100.360001,97.360901,13934500
2016-01-07,98.959999,101.349998,98.519997,99.5,96.526596,14680200
2016-01-08,100.629997,100.91999799999999,99.0,99.25,96.284065,10691600
2016-01-11,100.209999,100.449997,98.550003,99.91999799999999,96.934044,9558600
2016-01-12,100.970001,101.849998,100.339996,101.459999,98.428032,8863900
2016-01-13,101.879997,101.879997,98.120003,98.480003,95.537086,11615400
2016-01-14,98.650002,99.910004,97.190002,99.110001,96.14825400000001,11147500
2016-01-15,95.620003,96.879997,93.459999,93.900002,91.093956,22337000
2016-01-19,95.0,95.07,93.029999,93.970001,91.16185,13286800
2016-01-20,92.18,93.639999,90.41999799999999,92.540001,89.774597,16918100
2016-01-21,92.870003,94.860001,92.300003,94.019997,91.210358,12078200
2016-01-22,95.949997,97.41999799999999,95.550003,96.900002,94.00430300000001,12303800
2016-01-25,96.41999799999999,96.68,95.120003,95.290001,92.442413,7812200
2016-01-26,95.489998,96.43,95.089996,96.269997,93.39312,6895000
2016-01-27,96.309998,96.629997,93.870003,94.32,91.501396,6328900
2016-01-28,95.199997,95.199997,92.370003,93.529999,90.735001,7312700
2016-01-29,94.209999,95.82,93.629997,95.82,92.95657299999999,8211600
2016-02-01,95.08000200000001,95.709999,94.699997,95.150002,92.306595,7027200
2016-02-02,94.0,94.16999799999999,92.870003,93.120003,90.337265,7244400
2016-02-03,94.099998,95.410004,92.41999799999999,95.139999,92.296883,10878000
2016-02-04,94.870003,96.730003,94.599998,95.43,92.578232,8207900
2016-02-05,95.32,95.389999,93.470001,93.900002,91.093956,8898500
2016-02-08,92.559998,92.959999,89.510002,92.120003,89.367142,13750100
2016-02-09,90.150002,93.199997,89.040001,92.32,89.561165,15166900
2016-02-10,88.0,90.029999,86.25,88.849998,86.194855,32649800
2016-02-11,87.0,91.059998,86.959999,90.309998,87.61122900000001,17523800
2016-02-12,91.519997,91.589996,89.610001,91.150002,88.426132,10786100
2016-02-16,92.470001,93.309998,91.790001,92.910004,90.13353000000001,9050900
2016-02-17,93.66999799999999,96.440002,93.559998,95.5,92.64613299999999,12610000
2016-02-18,96.339996,96.449997,94.449997,95.16999799999999,92.32599599999999,8773900
2016-02-19,95.230003,95.720001,94.559998,95.010002,92.17076899999999,6838200
2016-02-22,95.010002,97.0,95.010002,96.370003,93.490135,6980400
2016-02-23,96.5,96.82,95.150002,95.379997,92.529724,6253800
2016-02-24,94.650002,95.75,93.230003,95.43,92.578232,6945600
2016-02-25,95.91999799999999,95.949997,94.349998,95.650002,92.791656,4536900
2016-02-26,95.709999,96.220001,95.279999,95.309998,92.461807,5277000
2016-02-29,95.309998,96.290001,95.230003,95.519997,92.66553499999999,7794400
2016-03-01,95.900002,97.660004,95.529999,97.650002,94.731888,7139900
2016-03-02,97.66999799999999,97.83000200000001,96.410004,97.0,94.101311,6498600
2016-03-03,97.790001,98.839996,96.889999,98.82,95.86692,8536100
2016-03-04,99.0,99.209999,97.900002,98.480003,95.537086,6739800
2016-03-07,98.57,99.709999,98.480003,99.389999,96.419891,7218700
2016-03-08,98.93,98.980003,97.599998,97.82,94.896805,6229300
2016-03-09,98.0,98.239998,96.809998,97.660004,94.741585,7010700
2016-03-10,97.940002,98.41999799999999,95.870003,97.040001,94.140114,5417500
2016-03-11,97.57,98.349998,97.540001,97.940002,95.013222,5605800
2016-03-14,97.940002,99.220001,97.839996,98.809998,95.85721600000001,6175000
2016-03-15,98.019997,98.33000200000001,97.389999,98.239998,95.304245,5942400
2016-03-16,98.160004,99.08000200000001,97.470001,98.440002,95.498283,6079400
2016-03-17,98.279999,99.910004,98.279999,99.599998,96.62361899999999,6385600
2016-03-18,99.980003,100.150002,98.959999,99.199997,96.23556500000001,10205100
2016-03-21,98.91999799999999,99.120003,97.699997,98.459999,95.517677,7070300
2016-03-22,97.589996,98.32,97.440002,97.58000200000001,94.663979,6475700
